"Date","Offer Name","Referral Domain","Country Name","Page Visits","Get It Now","Contact Me","Test Drive","Free Trial"
"2020-04-06","big-data-management-10-2-2-byol","www.google.com","Japan","1","0","0","0","0"
"2020-04-06","enterprise_data_catalog_10_2_2","www.informatica.com","Czechia","1","0","0","0","0"
"2020-04-06","iics-winter","azure.microsoft.com","Nigeria","1","0","0","0","0"
"2020-04-06","informaica-dei-1040","www.google.com","Italy","1","0","0","0","0"
"2020-04-06","informatica-data-quality","Referral domain not present","China","1","0","0","0","0"
"2020-04-06","informatica-data-quality","www.informatica.com","Portugal","1","0","0","0","0"
"2020-04-06","informaticaedc1040","azuremarketplace.microsoft.com","Germany","1","0","0","0","0"
"2020-04-06","informaticaedc1040","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-06","informaticaedc1040","azuremarketplace.microsoft.com","United States","2","0","0","0","0"
"2020-04-06","informaticaedc1040","Referral domain not present","Ireland","1","0","0","0","0"
"2020-04-06","informaticaedc1040","Referral domain not present","Norway","1","0","0","0","0"
"2020-04-06","informaticaedp1040","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-06","informaticaedp1040","Referral domain not present","India","1","0","0","0","0"
"2020-04-06","informaticaedp1040","Referral domain not present","United States","2","0","0","0","0"
"2020-04-06","informatica-idq-1040","azuremarketplace.microsoft.com","Canada","3","0","0","0","0"
"2020-04-06","informatica-idq-1040","azuremarketplace.microsoft.com","Luxembourg","2","0","0","0","0"
"2020-04-06","informatica-idq-1040","azuremarketplace.microsoft.com","United Kingdom","2","0","0","0","0"
"2020-04-06","powercenter","Referral domain not present","Brazil","1","0","0","0","0"
"2020-04-06","powercenter","Referral domain not present","United States","1","0","0","0","0"
"2020-04-06","powercenter","www.informatica.com","Germany","1","0","0","0","0"
"2020-04-06","powercenter","www.informatica.com","Japan","1","0","0","0","0"
"2020-04-06","powercenter-1040","www.bing.com","Czechia","1","0","0","0","0"
"2020-04-07","big-data-management-10-2-2-byol","www.informatica.com","India","1","0","0","0","0"
"2020-04-07","big-data-management-byol","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-07","enterprise_data_catalog_10_2_2","www.google.de","Germany","1","0","0","0","0"
"2020-04-07","iics-winter","azuremarketplace.microsoft.com","Australia","1","0","0","0","0"
"2020-04-07","iics-winter","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-07","iics-winter","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-07","informatica-data-quality","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-07","informaticaedc1040","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-07","informaticaedc1040","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-07","informaticaedc1040","azuremarketplace.microsoft.com","United States","5","1","0","0","0"
"2020-04-07","informaticaedc1040","Referral domain not present","United States","9","0","0","0","0"
"2020-04-07","informaticaedc1040","www.google.com","United States","3","0","0","0","0"
"2020-04-07","informaticaedp1040","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-07","informaticaedp1040","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-07","informaticaedp1040","Referral domain not present","United States","1","0","0","0","0"
"2020-04-07","informatica-idq-1040","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-07","informatica-idq-1040","azuremarketplace.microsoft.com","Singapore","4","3","0","0","0"
"2020-04-07","informatica-idq-1040","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-07","informatica-idq-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-07","informatica-idq-1040","Referral domain not present","India","1","0","0","0","0"
"2020-04-07","powercenter","www.google.com","Turkey","1","0","0","0","0"
"2020-04-07","powercenter","www.google.com","United Kingdom","1","0","0","0","0"
"2020-04-07","powercenter","www.google.com","United States","2","0","0","0","0"
"2020-04-07","powercenter","www.informatica.com","Netherlands","2","0","0","0","0"
"2020-04-07","powercenter-1040","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-08","big-data-management-10-2-2-byol","azuremarketplace.microsoft.com","Greece","1","0","0","0","0"
"2020-04-08","big-data-management-10-2-2-byol","www.informatica.com","Greece","1","0","0","0","0"
"2020-04-08","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","Netherlands","3","0","0","0","0"
"2020-04-08","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-08","enterprise_data_catalog_10_2_2","Referral domain not present","Russia","1","0","0","0","0"
"2020-04-08","enterprise_data_catalog_10_2_2","www.google.fr","Germany","1","0","0","0","0"
"2020-04-08","enterprise_data_catalog_10_2_2","www.informatica.com","Netherlands","1","0","0","0","0"
"2020-04-08","enterprise_data_catalog_10_2_2","www.informatica.com","Spain","1","0","0","0","0"
"2020-04-08","enterprise_data_catalog_10_2_2","www.informatica.com","United States","1","0","0","0","0"
"2020-04-08","iics-winter","azuremarketplace.microsoft.com","Poland","1","0","0","0","0"
"2020-04-08","iics-winter","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-08","iics-winter","azuremarketplace.microsoft.com","United States","2","0","0","0","0"
"2020-04-08","iics-winter","Referral domain not present","United Kingdom","2","0","0","0","0"
"2020-04-08","informaica-des-1040","azuremarketplace.microsoft.com","Italy","1","0","0","0","0"
"2020-04-08","informatica-data-quality","azuremarketplace.microsoft.com","India","3","1","0","0","0"
"2020-04-08","informatica-data-quality","azuremarketplace.microsoft.com","Philippines","1","0","0","0","0"
"2020-04-08","informatica-data-quality","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-08","informatica-data-quality","www.google.com","United States","2","0","0","0","0"
"2020-04-08","informatica-data-quality","www.informatica.com","India","1","0","0","0","0"
"2020-04-08","informatica-data-quality","www.informatica.com","United States","1","0","0","0","0"
"2020-04-08","informaticaedc1040","azuremarketplace.microsoft.com","Germany","1","0","0","0","0"
"2020-04-08","informaticaedc1040","azuremarketplace.microsoft.com","Singapore","4","0","0","0","0"
"2020-04-08","informaticaedc1040","azuremarketplace.microsoft.com","United States","2","0","0","0","0"
"2020-04-08","informaticaedc1040","Referral domain not present","United States","2","0","0","0","0"
"2020-04-08","informatica-idq-1040","azuremarketplace.microsoft.com","India","2","0","0","0","0"
"2020-04-08","informatica-idq-1040","azuremarketplace.microsoft.com","Singapore","4","0","0","0","0"
"2020-04-08","informatica-idq-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-08","informatica-idq-1040","Referral domain not present","India","1","0","0","0","0"
"2020-04-08","powercenter","azuremarketplace.microsoft.com","United States","3","0","0","0","0"
"2020-04-08","powercenter","login.microsoftonline.com","United States","1","0","0","0","0"
"2020-04-08","powercenter","www.google.com","India","1","0","0","0","0"
"2020-04-08","powercenter","www.google.com","Netherlands","1","0","0","0","0"
"2020-04-08","powercenter","www.google.com","United Kingdom","1","0","0","0","0"
"2020-04-08","powercenter","www.informatica.com","Belgium","1","0","0","0","0"
"2020-04-08","powercenter","www.informatica.com","Netherlands","1","0","0","0","0"
"2020-04-08","powercenter","www.informatica.com","United Kingdom","1","0","0","0","0"
"2020-04-08","powercenter","www.informatica.com","United States","2","2","0","0","0"
"2020-04-08","powercenter-1040","azuremarketplace.microsoft.com","United States","2","0","0","0","0"
"2020-04-08","powercenter-1040","www.bing.com","United States","1","0","0","0","0"
"2020-04-09","big-data-management-10-2-2-byol","www.google.com","India","1","0","0","0","0"
"2020-04-09","enterprise_data_catalog_10_2_2","www.google.com","Australia","1","0","0","0","0"
"2020-04-09","enterprise_data_catalog_10_2_2","www.google.com","United States","2","0","0","0","0"
"2020-04-09","iics-winter","azuremarketplace.microsoft.com","Japan","2","0","0","0","0"
"2020-04-09","iics-winter","docs.microsoft.com","United States","1","0","0","0","0"
"2020-04-09","iics-winter","Referral domain not present","United States","1","0","0","0","0"
"2020-04-09","iics-winter","www.bing.com","United States","1","0","0","0","0"
"2020-04-09","informatica-data-quality","www.google.com","Netherlands","1","0","0","0","0"
"2020-04-09","informatica-data-quality","www.informatica.com","United Kingdom","1","0","0","0","0"
"2020-04-09","informaticaedc1040","azuremarketplace.microsoft.com","United States","2","1","0","0","0"
"2020-04-09","informaticaedc1040","Referral domain not present","United States","9","0","0","0","0"
"2020-04-09","informaticaedp1040","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-09","informaticaedp1040","Referral domain not present","India","1","0","0","0","0"
"2020-04-09","informaticaedp1040","Referral domain not present","United States","2","0","0","0","0"
"2020-04-09","powercenter","azuremarketplace.microsoft.com","Netherlands","1","0","0","0","0"
"2020-04-10","enterprisedatacatalog_10_2_2_hf1","Referral domain not present","Russia","1","0","0","0","0"
"2020-04-10","iics-winter","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-10","informaica-dei-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-10","informaica-deq-1040","azuremarketplace.microsoft.com","United States","1","1","0","0","0"
"2020-04-10","informatica-data-quality","azuremarketplace.microsoft.com","Netherlands","2","0","0","0","0"
"2020-04-10","informatica-data-quality","www.bing.com","United States","1","0","0","0","0"
"2020-04-10","informaticaedc1040","azuremarketplace.microsoft.com","United States","1","1","0","0","0"
"2020-04-10","informaticaedc1040","Referral domain not present","United States","5","0","0","0","0"
"2020-04-10","informaticaedp1040","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-10","informatica-idq-1040","azuremarketplace.microsoft.com","India","2","0","0","0","0"
"2020-04-10","informatica-idq-1040","azuremarketplace.microsoft.com","Netherlands","8","0","0","0","0"
"2020-04-10","informatica-idq-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-10","informatica-idq-1040","Referral domain not present","Netherlands","3","0","0","0","0"
"2020-04-10","powercenter","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-10","powercenter","www.google.com","Taiwan","1","0","0","0","0"
"2020-04-10","powercenter","www.informatica.com","United States","2","0","0","0","0"
"2020-04-10","powercenter-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-11","big-data-management-10-2-2-byol","www.informatica.com","India","2","0","0","0","0"
"2020-04-11","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-11","enterprise_data_catalog_10_2_2","www.informatica.com","United Kingdom","1","0","0","0","0"
"2020-04-11","iics-winter","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-11","informaticaedc1040","azuremarketplace.microsoft.com","India","1","1","0","0","0"
"2020-04-11","powercenter","Referral domain not present","Russia","1","0","0","0","0"
"2020-04-11","powercenter","Referral domain not present","United States","1","0","0","0","0"
"2020-04-11","powercenter","www.google.com","United States","1","0","0","0","0"
"2020-04-11","powercenter","www.informatica.com","United States","3","0","0","0","0"
"2020-04-12","enterprise_data_catalog_10_2_2","www.google.com","India","1","0","0","0","0"
"2020-04-12","enterprise_data_catalog_10_2_2","www.informatica.com","United Kingdom","1","0","0","0","0"
"2020-04-12","informatica-data-quality","www.microsoft.com","Belgium","1","0","0","0","0"
"2020-04-12","informaticaedc1040","azuremarketplace.microsoft.com","Canada","1","0","0","0","0"
"2020-04-12","informaticaedc1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-12","informatica-idq-1040","azuremarketplace.microsoft.com","India","2","1","0","0","0"
"2020-04-12","powercenter","azuremarketplace.microsoft.com","Egypt","1","0","0","0","0"
"2020-04-12","powercenter","Referral domain not present","Egypt","2","0","0","0","0"
"2020-04-12","powercenter","Referral domain not present","Russia","1","0","0","0","0"
"2020-04-12","powercenter","Referral domain not present","United States","1","0","0","0","0"
"2020-04-12","powercenter","www.google.com","Egypt","1","0","0","0","0"
"2020-04-12","powercenter-1040","azuremarketplace.microsoft.com","Brazil","2","0","0","0","0"
"2020-04-12","powercenter-1040","www.bing.com","United States","1","0","0","0","0"
"2020-04-13","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","United Kingdom","3","0","0","0","0"
"2020-04-13","enterprise_data_catalog_10_2_2","www.google.com","Brazil","2","0","0","0","0"
"2020-04-13","enterprise_data_catalog_10_2_2","www.google.com","Spain","1","0","0","0","0"
"2020-04-13","enterprise_data_catalog_10_2_2","www.google.es","Spain","1","0","0","0","0"
"2020-04-13","enterprise_data_catalog_10_2_2","www.informatica.com","Germany","1","0","0","0","0"
"2020-04-13","enterprise_data_catalog_10_2_2","www.informatica.com","United Kingdom","2","0","0","0","0"
"2020-04-13","enterprise_data_catalog_10_2_2","www.informatica.com","United States","1","0","0","0","0"
"2020-04-13","iics-winter","azure.microsoft.com","Nigeria","1","0","0","0","0"
"2020-04-13","iics-winter","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-13","informaica-deq-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-13","informatica-data-quality","Referral domain not present","China","1","0","0","0","0"
"2020-04-13","informatica-data-quality","www.informatica.com","United States","1","0","0","0","0"
"2020-04-13","informaticaedc1040","azuremarketplace.microsoft.com","Brazil","1","0","0","0","0"
"2020-04-13","informaticaedc1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-13","informaticaedc1040","Referral domain not present","Brazil","1","0","0","0","0"
"2020-04-13","informatica-idq-1040","azuremarketplace.microsoft.com","United States","3","0","0","0","0"
"2020-04-13","powercenter","azuremarketplace.microsoft.com","Spain","1","0","0","0","0"
"2020-04-13","powercenter","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-13","powercenter","www.google.com","United Kingdom","1","0","0","0","0"
"2020-04-13","powercenter","www.google.com","United States","1","0","0","0","0"
"2020-04-13","powercenter-1040","azuremarketplace.microsoft.com","Spain","2","0","0","0","0"
"2020-04-13","powercenter-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-13","powercenter-1040","Referral domain not present","United States","1","0","0","0","0"
"2020-04-14","big-data-management-10-2-2-byol","azuremarketplace.microsoft.com","Switzerland","12","1","0","0","0"
"2020-04-14","big-data-management-10-2-2-byol","www.informatica.com","Switzerland","1","0","0","0","0"
"2020-04-14","big-data-management-byol","azuremarketplace.microsoft.com","China","1","0","0","0","0"
"2020-04-14","big-data-management-byol","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-14","enterprise_data_catalog_10_2_2","Referral domain not present","Korea","1","0","0","0","0"
"2020-04-14","enterprise_data_catalog_10_2_2","www.google.com","Hong Kong SAR","1","0","0","0","0"
"2020-04-14","enterprise_data_catalog_10_2_2","www.google.com","United States","1","0","0","0","0"
"2020-04-14","enterprise_data_catalog_10_2_2","www.informatica.com","Taiwan","1","0","0","0","0"
"2020-04-14","iics-winter","azuremarketplace.microsoft.com","Sweden","1","0","0","0","0"
"2020-04-14","iics-winter","azuremarketplace.microsoft.com","United States","3","0","0","0","0"
"2020-04-14","iics-winter","www.bing.com","Philippines","1","0","0","0","0"
"2020-04-14","informatica-data-quality","www.google.com","United States","1","0","0","0","0"
"2020-04-14","informaticaedc1040","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-14","informaticaedc1040","azuremarketplace.microsoft.com","United States","2","0","0","0","0"
"2020-04-14","informaticaedc1040","cn.bing.com","China","1","0","0","0","0"
"2020-04-14","informaticaedc1040","Referral domain not present","India","1","0","0","0","0"
"2020-04-14","informaticaedc1040","Referral domain not present","Norway","3","0","0","0","0"
"2020-04-14","informaticaedc1040","Referral domain not present","United States","4","0","0","0","0"
"2020-04-14","informaticaedp1040","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-14","informaticaedp1040","Referral domain not present","United States","2","0","0","0","0"
"2020-04-14","informatica-idq-1040","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-14","informatica-idq-1040","Referral domain not present","Netherlands","1","0","0","0","0"
"2020-04-14","powercenter","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-14","powercenter","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-14","powercenter","www.google.com","Japan","1","0","0","0","0"
"2020-04-14","powercenter","www.google.com","United Kingdom","1","0","0","0","0"
"2020-04-14","powercenter-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-14","powercenter-1040","Referral domain not present","United States","1","0","0","0","0"
"2020-04-14","powercenter-1040","search.yahoo.com","United States","1","0","0","0","0"
"2020-04-14","powercenter-1040","www.google.com","Japan","1","0","0","0","0"
"2020-04-15","big-data-management-10-2-2-byol","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-15","big-data-management-byol","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","Spain","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","Sweden","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","Referral domain not present","Brazil","4","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","Referral domain not present","Korea","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","Referral domain not present","United States","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","www.google.com","India","1","1","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","www.google.com","Spain","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","www.informatica.com","Brazil","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","www.informatica.com","Germany","3","4","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","www.informatica.com","Japan","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","www.informatica.com","Sweden","1","0","0","0","0"
"2020-04-15","enterprise_data_catalog_10_2_2","www.informatica.com","Taiwan","2","0","0","0","0"
"2020-04-15","enterprisedatacatalog_10_2_2_hf1","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-15","enterprisedatacatalog_10_2_2_hf1","www.google.com","United States","1","0","0","0","0"
"2020-04-15","iics-winter","azuremarketplace.microsoft.com","Austria","2","0","0","0","0"
"2020-04-15","informatica-data-quality","www.google.com","Brazil","1","0","0","0","0"
"2020-04-15","informatica-data-quality","www.informatica.com","Italy","1","0","0","0","0"
"2020-04-15","informatica-data-quality","www.informatica.com","United States","1","0","0","0","0"
"2020-04-15","informaticaedc1040","azuremarketplace.microsoft.com","Brazil","2","0","0","0","0"
"2020-04-15","informaticaedc1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-15","informaticaedc1040","Referral domain not present","Spain","1","1","0","0","0"
"2020-04-15","informaticaedc1040","Referral domain not present","Sweden","1","0","0","0","0"
"2020-04-15","informaticaedp1040","Referral domain not present","India","6","9","0","0","0"
"2020-04-15","informaticaedp1040","Referral domain not present","United States","11","0","0","0","0"
"2020-04-15","informatica-idq-1040","azuremarketplace.microsoft.com","Brazil","1","0","0","0","0"
"2020-04-15","informatica-idq-1040","azuremarketplace.microsoft.com","Spain","1","1","0","0","0"
"2020-04-15","informatica-idq-1040","Referral domain not present","France","2","0","0","0","0"
"2020-04-15","informatica-idq-1040","Referral domain not present","Spain","1","0","0","0","0"
"2020-04-15","informatica-idq-1040","Referral domain not present","United States","6","0","0","0","0"
"2020-04-15","powercenter","azuremarketplace.microsoft.com","Brazil","2","0","0","0","0"
"2020-04-15","powercenter","azuremarketplace.microsoft.com","Italy","2","0","0","0","0"
"2020-04-15","powercenter","azuremarketplace.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-15","powercenter","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-15","powercenter","www.google.com","Brazil","1","0","0","0","0"
"2020-04-15","powercenter","www.google.com","Italy","1","0","0","0","0"
"2020-04-15","powercenter","www.google.com","United States","1","1","0","0","0"
"2020-04-15","powercenter","www.informatica.com","Denmark","1","0","0","0","0"
"2020-04-15","powercenter","www.informatica.com","United States","1","0","0","0","0"
"2020-04-15","powercenter-1040","azuremarketplace.microsoft.com","India","24","0","0","0","0"
"2020-04-15","powercenter-1040","azuremarketplace.microsoft.com","United States","2","1","0","0","0"
"2020-04-15","powercenter-1040","login.microsoftonline.com","India","3","1","0","0","0"
"2020-04-15","powercenter-1040","www.bing.com","India","4","3","0","0","0"
"2020-04-16","big-data-management-10-2-2-byol","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-16","big-data-management-10-2-2-byol","www.informatica.com","Netherlands","1","0","0","0","0"
"2020-04-16","big-data-management-10-2-2-byol","www.informatica.com","Spain","1","0","0","0","0"
"2020-04-16","enterprise_data_catalog_10_2_2","www.google.com","Brazil","1","0","0","0","0"
"2020-04-16","enterprise_data_catalog_10_2_2","www.informatica.com","Australia","1","0","0","0","0"
"2020-04-16","enterprise_data_catalog_10_2_2","www.informatica.com","Denmark","1","0","0","0","0"
"2020-04-16","enterprise_data_catalog_10_2_2","www.informatica.com","United Kingdom","1","0","0","0","0"
"2020-04-16","enterprise_data_catalog_10_2_2","www.informatica.com","United States","3","0","0","0","0"
"2020-04-16","iics-winter","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-16","informaica-deq-1040","azuremarketplace.microsoft.com","China","1","0","0","0","0"
"2020-04-16","informatica-data-quality","azure.microsoft.com","Poland","1","0","0","0","0"
"2020-04-16","informatica-data-quality","azure.microsoft.com","United Kingdom","1","0","0","0","0"
"2020-04-16","informatica-data-quality","azuremarketplace.microsoft.com","United States","8","0","0","0","0"
"2020-04-16","informatica-data-quality","Referral domain not present","Italy","2","0","0","0","0"
"2020-04-16","informatica-data-quality","www.google.com","United States","2","0","0","0","0"
"2020-04-16","informatica-data-quality","www.informatica.com","Italy","1","0","0","0","0"
"2020-04-16","informatica-data-quality","www.informatica.com","Poland","1","0","0","0","0"
"2020-04-16","informatica-data-quality","www.informatica.com","United States","1","0","0","0","0"
"2020-04-16","informaticaedc1040","azuremarketplace.microsoft.com","Costa Rica","1","0","0","0","0"
"2020-04-16","informaticaedc1040","azuremarketplace.microsoft.com","United States","2","0","0","0","0"
"2020-04-16","informaticaedp1040","Referral domain not present","India","3","3","0","0","0"
"2020-04-16","informaticaedp1040","Referral domain not present","United States","5","0","0","0","0"
"2020-04-16","informatica-idq-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-16","informatica-idq-1040","duckduckgo.com","India","2","0","0","0","0"
"2020-04-16","powercenter","Referral domain not present","Brazil","2","0","0","0","0"
"2020-04-16","powercenter","www.google.com","Brazil","1","0","0","0","0"
"2020-04-16","powercenter","www.google.com","Japan","1","0","0","0","0"
"2020-04-16","powercenter","www.google.com","Russia","1","0","0","0","0"
"2020-04-16","powercenter","www.google.com","Spain","1","0","0","0","0"
"2020-04-16","powercenter","www.google.com","United States","3","0","0","0","0"
"2020-04-16","powercenter","www.informatica.com","Finland","1","0","0","0","0"
"2020-04-16","powercenter","www.informatica.com","United States","2","0","0","0","0"
"2020-04-16","powercenter-1040","azuremarketplace.microsoft.com","Japan","1","0","0","0","0"
"2020-04-16","powercenter-1040","azuremarketplace.microsoft.com","United States","1","0","0","0","0"
"2020-04-16","powercenter-1040","in.search.yahoo.com","India","1","0","0","0","0"
"2020-04-16","powercenter-1040","Referral domain not present","Brazil","3","0","0","0","0"
"2020-04-16","powercenter-1040","www.google.com","Brazil","1","0","0","0","0"
"2020-04-17","big-data-management-10-2-2-byol","azuremarketplace.microsoft.com","India","6","0","0","0","0"
"2020-04-17","big-data-management-10-2-2-byol","Referral domain not present","India","1","0","0","0","0"
"2020-04-17","big-data-management-10-2-2-byol","www.google.com","India","1","1","0","0","0"
"2020-04-17","big-data-management-10-2-2-byol","www.informatica.com","Italy","1","0","0","0","0"
"2020-04-17","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","Costa Rica","1","0","0","0","0"
"2020-04-17","enterprise_data_catalog_10_2_2","Referral domain not present","Brazil","2","0","0","0","0"
"2020-04-17","enterprise_data_catalog_10_2_2","www.informatica.com","Canada","1","0","0","0","0"
"2020-04-17","enterprise_data_catalog_10_2_2","www.informatica.com","Sweden","1","0","0","0","0"
"2020-04-17","iics-winter","www.informatica.com","Austria","2","0","0","0","0"
"2020-04-17","informaica-dei-1040","azuremarketplace.microsoft.com","India","2","2","0","0","0"
"2020-04-17","informaticaedc1040","azuremarketplace.microsoft.com","Costa Rica","2","0","0","0","0"
"2020-04-17","informaticaedc1040","azuremarketplace.microsoft.com","United States","1","1","0","0","0"
"2020-04-17","powercenter","azuremarketplace.microsoft.com","Japan","2","0","0","0","0"
"2020-04-17","powercenter","www.google.com","Netherlands","1","0","0","0","0"
"2020-04-17","powercenter","www.google.com","United States","1","0","0","0","0"
"2020-04-17","powercenter","www.google.se","Sweden","1","0","0","0","0"
"2020-04-17","powercenter","www.informatica.com","United States","2","0","0","0","0"
"2020-04-17","powercenter-1040","azuremarketplace.microsoft.com","Switzerland","1","0","0","0","0"
"2020-04-17","powercenter-1040","Referral domain not present","Brazil","1","0","0","0","0"
"2020-04-18","big-data-management-10-2-2-byol","Referral domain not present","India","1","0","0","0","0"
"2020-04-18","big-data-management-10-2-2-byol","www.google.com","India","1","2","0","0","0"
"2020-04-18","big-data-management-10-2-2-byol","www.informatica.com","India","1","0","0","0","0"
"2020-04-18","big-data-management-10-2-2-byol","www.informatica.com","United States","1","0","0","0","0"
"2020-04-18","enterprise_data_catalog_10_2_2","www.informatica.com","India","1","0","0","0","0"
"2020-04-18","powercenter","azuremarketplace.microsoft.com","Australia","1","0","0","0","0"
"2020-04-18","powercenter","www.google.com","India","1","0","0","0","0"
"2020-04-18","powercenter-1040","r.search.yahoo.com","India","2","0","0","0","0"
"2020-04-19","big-data-management-byol","azuremarketplace.microsoft.com","India","1","1","0","0","0"
"2020-04-19","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","Italy","3","0","0","0","0"
"2020-04-19","enterprise_data_catalog_10_2_2","www.google.com","Italy","2","0","0","0","0"
"2020-04-19","informaticaedc1040","azuremarketplace.microsoft.com","Italy","1","0","0","0","0"
"2020-04-19","powercenter","Referral domain not present","United States","2","0","0","0","0"
"2020-04-19","powercenter","www.informatica.com","India","2","0","0","0","0"
"2020-04-20","big-data-management-10-2-2-byol","www.informatica.com","India","1","0","0","0","0"
"2020-04-20","big-data-management-10-2-2-byol","www.informatica.com","Netherlands","1","0","0","0","0"
"2020-04-20","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-20","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","Ireland","2","0","0","0","0"
"2020-04-20","enterprise_data_catalog_10_2_2","azuremarketplace.microsoft.com","United Kingdom","2","0","0","0","0"
"2020-04-20","enterprise_data_catalog_10_2_2","www.google.com","India","1","0","0","0","0"
"2020-04-20","enterprise_data_catalog_10_2_2","www.google.com","Ireland","1","0","0","0","0"
"2020-04-20","enterprise_data_catalog_10_2_2","www.google.com","United Kingdom","1","0","0","0","0"
"2020-04-20","enterprise_data_catalog_10_2_2","www.informatica.com","Australia","1","0","0","0","0"
"2020-04-20","enterprisedatacatalog_10_2_2_hf1","azuremarketplace.microsoft.com","India","1","0","0","0","0"
"2020-04-20","enterprisedatacatalog_10_2_2_hf1","azuremarketplace.microsoft.com","South Africa","1","0","0","0","0"
"2020-04-20","enterprisedatacatalog_10_2_2_hf1","network.informatica.com","Canada","1","0","0","0","0"
